animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A1172493,MIXED BREED,FOSTER,APPOINT,04/23/2023,10:37:00,APP WNL,ADOPTION,04/24/2023,17:24:00,K23-586426
A1172495,BORDER COLLIE,STRAY,WEB,03/24/2023,18:25:00,NORMAL,FOUND EXP,04/24/2023,00:00:00,K23-580636
A1172497,MIXED BREED,STRAY,CONFINED,03/24/2023,18:42:00,APP WNL,EUTHANIZED,04/09/2023,14:50:00,K23-580638
A1172498,PIT BULL,STRAY,CONFINED,03/24/2023,18:42:00,APP WNL,EUTHANIZED,04/04/2023,15:18:00,K23-580639
A1172499,MIXED BREED,OWNER SURRENDER,EUTHANASIA REQUESTED,03/24/2023,18:54:00,APP SICK,EUTHANIZED,03/25/2023,09:45:00,K23-580640
A1172501,AMER BULLDOG,CONFISCATED,QUARANTINE,03/24/2023,19:45:00,APP WNL,RETURNED TO OWNER,04/03/2023,16:32:00,K23-580643
A1172502,PIT BULL,STRAY,WEB,03/20/2023,19:25:00,NORMAL,LOST EXP,04/24/2023,00:00:00,K23-580642
A1172506,PIT BULL,OWNER SURRENDER,URGENT,03/24/2023,21:02:00,APP WNL,EUTHANIZED,03/26/2023,12:46:00,K23-580644
A1172507,PIT BULL,OWNER SURRENDER,URGENT,03/24/2023,21:02:00,APP WNL,EUTHANIZED,03/26/2023,12:54:00,K23-580645
A1172510,MIXED BREED,STRAY,CONFINED,03/24/2023,22:27:00,APP WNL,ADOPTION,04/17/2023,16:05:00,K23-580648
A1172511,MIXED BREED,STRAY,CONFINED,03/24/2023,22:27:00,APP WNL,ADOPTION,04/16/2023,19:02:00,K23-580649
A1172512,GERM SHEPHERD,STRAY,CONFINED,03/24/2023,22:27:00,APP WNL,ADOPTION,03/27/2023,17:02:00,K23-580650
A1172514,CHIHUAHUA SH,STRAY,WEB,03/22/2023,00:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580653
A1172516,CHIHUAHUA SH,KEEPSAFE,OWN ARREST,03/25/2023,03:39:00,APP WNL,RETURNED TO OWNER,04/16/2023,17:58:00,K23-580654
A1172518,MIXED BREED,STRAY,AT LARGE,03/25/2023,04:46:00,APP WNL,ADOPTION,04/18/2023,16:37:00,K23-580655
A1172518,MIXED BREED,OWNER SURRENDER,APPOINT,04/28/2023,19:10:00,APP WNL,ADOPTION,05/05/2023,15:20:00,K23-587167
A1172523,CHINESE SHARPEI,STRAY,WEB,03/24/2023,08:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580657
A1172526,PIT BULL,OWNER SURRENDER,QUARANTINE,03/25/2023,09:54:00,APP WNL,EUTHANIZED,03/28/2023,16:07:00,K23-580660
A1172528,MIXED BREED,STRAY,AT LARGE,03/25/2023,10:19:00,APP WNL,TRANSFER,04/05/2023,13:09:00,K23-580661
A1172529,AMER BULLDOG,STRAY,WEB,03/22/2023,10:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580662
A1172530,PIT BULL,STRAY,WEB,03/24/2023,10:25:00,NORMAL,FOUND EXP,04/25/2023,00:00:00,K23-580663
A1172531,AMER BULLDOG,STRAY,WEB,03/22/2023,10:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580664
A1172534,LABRADOR RETR,STRAY,AT LARGE,03/25/2023,10:00:00,APP WNL,RETURNED TO OWNER,03/25/2023,10:57:00,K23-580667
A1172535,LABRADOR RETR,STRAY,AT LARGE,03/25/2023,10:00:00,APP WNL,RETURNED TO OWNER,03/25/2023,10:57:00,K23-580668
A1172536,GERM SHEPHERD,STRAY,AT LARGE,03/25/2023,10:00:00,APP WNL,RETURNED TO OWNER,03/26/2023,15:38:00,K23-580670
A1172537,MIXED BREED,STRAY,AT LARGE,03/25/2023,11:06:00,APP WNL,ADOPTION,03/28/2023,17:51:00,K23-580671
A1172538,GOLDEN RETR,STRAY,AT LARGE,03/25/2023,11:03:00,APP INJ,EUTHANIZED,03/25/2023,12:28:00,K23-580672
A1172539,MIXED BREED,STRAY,AT LARGE,03/25/2023,11:13:00,APP WNL,ADOPTION,03/29/2023,18:34:00,K23-580674
A1172540,MIXED BREED,STRAY,AT LARGE,03/25/2023,11:26:00,APP WNL,TRANSFER,04/08/2023,15:48:00,K23-580675
A1172541,GERM SHEPHERD,STRAY,AT LARGE,03/25/2023,11:26:00,APP WNL,TRANSFER,04/08/2023,15:49:00,K23-580676
A1172542,MIXED BREED,STRAY,CONFINED,03/25/2023,11:39:00,APP WNL,ADOPTION,03/28/2023,18:19:00,K23-580678
A1172543,MIXED BREED,STRAY,AT LARGE,03/25/2023,11:36:00,APP WNL,ADOPTION,03/30/2023,11:51:00,K23-580679
A1172558,MIXED BREED,STRAY,AT LARGE,03/25/2023,12:52:00,APP WNL,ADOPTION,03/30/2023,11:33:00,K23-580697
A1172559,MIXED BREED,STRAY,AT LARGE,03/25/2023,12:59:00,APP WNL,ADOPTION,04/17/2023,13:25:00,K23-580706
A1172568,GERM SHEPHERD,STRAY,WEB,03/20/2023,13:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580707
A1172569,POODLE STND,STRAY,WEB,03/24/2023,13:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580708
A1172570,MIXED BREED,OWNER SURRENDER,WALK IN,03/25/2023,13:38:00,APP WNL,ADOPTION,03/28/2023,18:50:00,K23-580709
A1172571,MIXED BREED,STRAY,AT LARGE,03/25/2023,14:14:00,APP WNL,ADOPTION,03/29/2023,16:59:00,K23-580714
A1172572,MIXED BREED,STRAY,AT LARGE,03/25/2023,14:48:00,APP WNL,ADOPTION,03/31/2023,18:10:00,K23-580716
A1172573,MIXED BREED,STRAY,AT LARGE,03/25/2023,14:48:00,APP WNL,ADOPTION,03/29/2023,18:15:00,K23-580717
A1172574,MIXED BREED,STRAY,CONFINED,03/25/2023,15:17:00,APP INJ,ADOPTION,03/29/2023,17:48:00,K23-580718
A1172574,MIXED BREED,TREATMENT,HEART WORM,07/02/2023,10:32:00,APP WNL,TREATMENT,07/02/2023,17:34:00,K23-592796
A1172574,MIXED BREED,TREATMENT,HEART WORM,08/14/2023,10:21:00,APP WNL,TREATMENT,08/15/2023,18:32:00,K23-596992
A1172575,MIXED BREED,FOSTER,APPOINT,07/19/2023,14:46:00,APP WNL,ADOPTION,07/19/2023,14:47:00,K23-594717
A1172575,MIXED BREED,STRAY,CONFINED,03/25/2023,15:17:00,APP INJ,FOSTER,04/17/2023,16:08:00,K23-580719
A1172577,MIXED BREED,STRAY,AT LARGE,03/25/2023,15:31:00,APP WNL,FOSTER,03/26/2023,16:48:00,K23-580722
A1172577,MIXED BREED,FOSTER,APPOINT,04/19/2023,10:57:00,APP WNL,ADOPTION,04/19/2023,19:05:00,K23-585988
A1172577,MIXED BREED,STRAY,AT LARGE,09/20/2023,18:08:00,APP WNL,ADOPTION,10/05/2023,16:48:00,K23-600778
A1172579,MIXED BREED,TREATMENT,SPAY/NEUT,04/18/2023,10:13:00,APP WNL,TREATMENT,04/18/2023,17:05:00,K23-585889
A1172579,MIXED BREED,FOSTER,APPOINT,04/19/2023,14:53:00,APP WNL,ADOPTION,04/19/2023,14:55:00,K23-586042
A1172579,MIXED BREED,STRAY,AT LARGE,03/25/2023,16:13:00,APP WNL,FOSTER,04/08/2023,17:37:00,K23-580725
A1172580,MIXED BREED,STRAY,AT LARGE,03/25/2023,16:42:00,APP WNL,ADOPTION,03/29/2023,17:29:00,K23-580727
A1172581,MIXED BREED,STRAY,AT LARGE,03/25/2023,17:39:00,APP SICK,ADOPTION,03/27/2023,18:40:00,K23-580729
A1172581,MIXED BREED,OWNER SURRENDER,APPOINT,04/20/2023,14:06:00,APP WNL,ADOPTION,04/22/2023,17:29:00,K23-586140
A1172584,BULLDOG,STRAY,AT LARGE,03/25/2023,19:28:00,APP INJ,TRANSFER,03/27/2023,18:28:00,K23-580732
A1172590,PIT BULL,STRAY,AT LARGE,03/25/2023,20:45:00,APP WNL,RETURNED TO OWNER,03/31/2023,13:26:00,K23-580738
A1172591,PIT BULL,STRAY,AT LARGE,03/25/2023,20:36:00,APP WNL,EUTHANIZED,03/31/2023,13:22:00,K23-580737
A1172592,CATAHOULA,STRAY,WEB,03/03/2023,22:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580739
A1172593,PIT BULL,STRAY,WEB,03/25/2023,22:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580740
A1172596,PIT BULL,STRAY,AT LARGE,03/24/2023,15:35:00,APP WNL,RETURNED TO OWNER,03/27/2023,15:43:00,K23-580743
A1172599,BEAGLE,STRAY,WEB,03/25/2023,00:25:00,NORMAL,LOST EXP,04/25/2023,00:00:00,K23-580745
A1172603,AUST SHEPHERD,STRAY,WEB,02/21/2023,02:25:00,NORMAL,LOST EXP,04/26/2023,00:00:00,K23-580746
A1172604,GERM SHEPHERD,STRAY,WEB,03/25/2023,02:25:00,NORMAL,LOST EXP,04/26/2023,00:00:00,K23-580747
A1172606,YORKSHIRE TERR,STRAY,AT LARGE,03/26/2023,04:01:00,APP SICK,DIED,03/26/2023,04:35:00,K23-580748
A1172607,PIT BULL,STRAY,AT LARGE,03/26/2023,07:33:00,APP WNL,RETURNED TO OWNER,03/26/2023,07:48:00,K23-580749
A1172610,GERM SHEPHERD,STRAY,CONFINED,03/26/2023,08:49:00,APP WNL,TRANSFER,04/10/2023,14:37:00,K23-580751
A1172613,CHIHUAHUA SH,STRAY,CONFINED,03/26/2023,09:45:00,APP WNL,ADOPTION,03/29/2023,16:17:00,K23-580753
A1172617,AMER BULLDOG,STRAY,WEB,03/18/2023,11:25:00,NORMAL,LOST EXP,04/26/2023,00:00:00,K23-580757
A1172618,MIXED BREED,OWNER SURRENDER,APPOINT,03/26/2023,11:07:00,APP WNL,FOSTER,03/31/2023,11:54:00,K23-580758
A1172618,MIXED BREED,FOSTER,APPOINT,04/18/2023,10:35:00,APP WNL,ADOPTION,04/18/2023,10:40:00,K23-585894
A1172622,MIXED BREED,OWNER SURRENDER,APPOINT,03/26/2023,11:07:00,APP WNL,TRANSFER,04/27/2023,13:45:00,K23-580761
A1172623,GERM SHEPHERD,STRAY,CONFINED,03/26/2023,11:41:00,APP WNL,EUTHANIZED,04/11/2023,12:49:00,K23-580762
A1172624,MIXED BREED,STRAY,AT LARGE,03/26/2023,11:56:00,APP WNL,ADOPTION,04/02/2023,15:45:00,K23-580765
A1172625,LABRADOR RETR,STRAY,WEB,03/22/2023,12:25:00,NORMAL,FOUND EXP,04/26/2023,00:00:00,K23-580766
A1172627,MIXED BREED,STRAY,AT LARGE,03/26/2023,12:08:00,APP WNL,ADOPTION,03/27/2023,18:34:00,K23-580768
A1172627,MIXED BREED,STRAY,AT LARGE,04/19/2023,19:46:00,APP WNL,FOSTER,05/01/2023,17:33:00,K23-586124
A1172627,MIXED BREED,FOSTER,APPOINT,05/18/2023,19:16:00,APP WNL,ADOPTION,05/18/2023,00:00:00,K23-587901
A1172628,MIXED BREED,FOSTER,APPOINT,05/15/2023,18:34:00,APP WNL,ADOPTION,05/15/2023,18:36:00,K23-587435
A1172628,MIXED BREED,OWNER SURRENDER,APPOINT,04/30/2023,18:00:00,APP WNL,FOSTER,04/30/2023,18:00:00,K23-587351
A1172628,MIXED BREED,FOSTER,APPOINT,04/22/2023,12:29:00,APP WNL,ADOPTION,04/22/2023,12:30:00,K23-586325
A1172628,MIXED BREED,STRAY,AT LARGE,03/26/2023,12:08:00,APP WNL,FOSTER,04/09/2023,16:48:00,K23-580769
A1172629,MIXED BREED,STRAY,AT LARGE,03/26/2023,12:44:00,APP WNL,TRANSFER,03/30/2023,13:28:00,K23-580770
A1172630,SHIBA INU,STRAY,WEB,03/25/2023,13:25:00,NORMAL,LOST EXP,04/26/2023,00:00:00,K23-580771
A1172631,MIXED BREED,STRAY,AT LARGE,03/26/2023,13:37:00,APP WNL,ADOPTION,03/28/2023,17:25:00,K23-580772
A1172633,MIXED BREED,STRAY,AT LARGE,03/26/2023,14:05:00,APP WNL,ADOPTION,03/31/2023,16:55:00,K23-580776
A1172634,ALASKAN HUSKY,STRAY,WEB,03/25/2023,14:25:00,NORMAL,LOST EXP,04/26/2023,00:00:00,K23-580777
A1172635,MIXED BREED,STRAY,AT LARGE,03/26/2023,14:18:00,APP WNL,ADOPTION,04/02/2023,16:27:00,K23-580778
A1172636,MIXED BREED,OWNER SURRENDER,APPOINT,03/26/2023,14:25:00,APP WNL,TRANSFER,03/28/2023,17:50:00,K23-580779
A1172637,MIXED BREED,STRAY,AT LARGE,03/26/2023,14:38:00,APP WNL,EUTHANIZED,04/13/2023,12:16:00,K23-580782
A1172639,MIXED BREED,STRAY,AT LARGE,03/26/2023,14:39:00,APP WNL,ADOPTION,04/05/2023,15:43:00,K23-580781
A1172643,GREAT DANE,OWNER SURRENDER,URGENT,03/26/2023,15:49:00,APP WNL,TRANSFER,04/02/2023,15:43:00,K23-580788
A1172645,GREAT DANE,OWNER SURRENDER,URGENT,03/26/2023,15:49:00,APP WNL,TRANSFER,04/02/2023,15:44:00,K23-580789
A1172647,GERM SHEPHERD,STRAY,WEB,03/25/2023,16:25:00,NORMAL,FOUND EXP,04/26/2023,00:00:00,K23-580791
A1172648,MIXED BREED,STRAY,AT LARGE,03/26/2023,16:24:00,APP WNL,ADOPTION,04/07/2023,16:46:00,K23-580792
A1172651,MIXED BREED,STRAY,AT LARGE,03/26/2023,16:49:00,APP WNL,FOSTER,03/26/2023,19:07:00,K23-580795
A1172651,MIXED BREED,FOSTER,APPOINT,03/27/2023,10:33:00,APP WNL,TRANSFER,03/27/2023,17:19:00,K23-580820
A1172652,LABRADOR RETR,STRAY,AT LARGE,03/26/2023,17:13:00,APP WNL,ADOPTION,03/29/2023,17:02:00,K23-580796
A1172653,GERM SHEPHERD,STRAY,WEB,03/25/2023,17:25:00,NORMAL,FOUND EXP,04/26/2023,00:00:00,K23-580797
A1172654,GERM SHEPHERD,STRAY,WEB,03/25/2023,17:25:00,NORMAL,FOUND EXP,04/26/2023,00:00:00,K23-580798
A1172655,MIXED BREED,STRAY,AT LARGE,03/26/2023,17:32:00,APP WNL,TRANSFER,03/27/2023,19:28:00,K23-580799
A1172657,MIXED BREED,STRAY,AT LARGE,03/26/2023,17:38:00,APP WNL,RETURNED TO OWNER,04/10/2023,17:23:00,K23-580800
A1172658,SIBERIAN HUSKY,STRAY,WEB,03/21/2023,19:25:00,NORMAL,FOUND EXP,04/26/2023,00:00:00,K23-580801
A1172659,GERM SHEPHERD,STRAY,AT LARGE,03/26/2023,19:29:00,APP WNL,RETURNED TO OWNER,03/26/2023,19:47:00,K23-580802
A1172660,LABRADOR RETR,STRAY,CONFINED,03/26/2023,20:28:00,APP SICK,EUTHANIZED,03/27/2023,08:57:00,K23-580803
A1172661,GERM SHEPHERD,CONFISCATED,QUARANTINE,03/27/2023,14:39:00,APP WNL,TRANSFER,03/30/2023,10:59:00,K23-580870
A1172665,POMERANIAN,STRAY,WEB,03/25/2023,22:25:00,NORMAL,LOST EXP,04/26/2023,00:00:00,K23-580805
A1172666,WELSH CORGI CAR,STRAY,WEB,03/26/2023,22:25:00,NORMAL,FOUND EXP,04/26/2023,00:00:00,K23-580806
A1172671,PIT BULL,STRAY,WEB,03/26/2023,00:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580809
A1172674,LABRADOR RETR,STRAY,AT LARGE,03/27/2023,06:16:00,APP WNL,RETURNED TO OWNER,03/27/2023,06:26:00,K23-580811
A1172675,LABRADOR RETR,STRAY,AT LARGE,03/27/2023,06:16:00,APP WNL,RETURNED TO OWNER,03/27/2023,06:27:00,K23-580812
A1172676,LABRADOR RETR,STRAY,WEB,03/26/2023,07:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580813
A1172677,ALASKAN HUSKY,STRAY,CONFINED,03/27/2023,09:31:00,APP WNL,ADOPTION,03/29/2023,17:06:00,K23-580816
A1172680,AM PIT BULL TER,CONFISCATED,QUARANTINE,03/27/2023,10:45:00,APP WNL,EUTHANIZED,04/07/2023,11:09:00,K23-580822
A1172681,ALASKAN HUSKY,STRAY,WEB,03/26/2023,11:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580825
A1172682,AM PIT BULL TER,STRAY,WEB,03/27/2023,11:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580826
A1172683,GERM SHEPHERD,STRAY,WEB,03/27/2023,11:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580827
A1172688,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,11:36:00,APP SICK,TRANSFER,03/29/2023,13:11:00,K23-580832
A1172689,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,11:36:00,APP SICK,EUTHANIZED,04/10/2023,14:18:00,K23-580833
A1172691,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,12:15:00,APP WNL,EUTHANIZED,03/27/2023,14:47:00,K23-580841
A1172692,AUST CATTLE DOG,STRAY,WEB,03/24/2023,12:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580840
A1172693,GERM SHEPHERD,STRAY,CONFINED,03/27/2023,12:23:00,APP SICK,EUTHANIZED,03/27/2023,15:42:00,K23-580842
A1172694,PIT BULL,STRAY,AT LARGE,03/27/2023,13:02:00,APP INJ,EUTHANIZED,04/05/2023,16:44:00,K23-580843
A1172700,GERM SHEPHERD,STRAY,AT LARGE,03/27/2023,13:32:00,APP WNL,RETURNED TO OWNER,03/27/2023,13:39:00,K23-580856
A1172701,MIXED BREED,STRAY,AT LARGE,03/27/2023,12:25:00,APP WNL,ADOPTION,03/31/2023,17:12:00,K23-580850
A1172704,MIXED BREED,STRAY,AT LARGE,03/27/2023,12:25:00,APP WNL,ADOPTION,03/31/2023,16:09:00,K23-580851
A1172708,MIXED BREED,STRAY,AT LARGE,03/27/2023,13:40:00,APP WNL,FOSTER,03/31/2023,19:06:00,K23-580858
A1172708,MIXED BREED,FOSTER,APPOINT,04/01/2023,12:18:00,APP WNL,ADOPTION,04/01/2023,13:54:00,K23-581431
A1172709,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,13:29:00,APP INJ,EUTHANIZED,03/27/2023,14:53:00,K23-580859
A1172710,MIXED BREED,STRAY,AT LARGE,03/27/2023,13:40:00,APP WNL,ADOPTION,03/31/2023,16:21:00,K23-580860
A1172711,MIXED BREED,STRAY,AT LARGE,03/27/2023,13:40:00,APP WNL,ADOPTION,04/02/2023,16:21:00,K23-580861
A1172714,GERM SHEPHERD,STRAY,WEB,03/04/2023,14:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580868
A1172715,MIXED BREED,OWNER SURRENDER,APPOINT,03/27/2023,14:37:00,APP WNL,RETURNED TO OWNER,03/28/2023,17:17:00,K23-580871
A1172716,MIXED BREED,OWNER SURRENDER,APPOINT,03/27/2023,14:37:00,APP WNL,FOSTER,04/01/2023,14:56:00,K23-580872
A1172716,MIXED BREED,FOSTER,APPOINT,04/12/2023,15:06:00,APP WNL,ADOPTION,04/12/2023,15:08:00,K23-585336
A1172718,MIXED BREED,STRAY,AT LARGE,03/27/2023,14:50:00,APP WNL,ADOPTION,04/02/2023,14:38:00,K23-580873
A1172719,GREYHOUND,STRAY,WEB,03/27/2023,15:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580874
A1172720,AUST CATTLE DOG,STRAY,WEB,03/24/2023,15:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580875
A1172721,PIT BULL,STRAY,AT LARGE,03/27/2023,15:21:00,APP WNL,EUTHANIZED,03/31/2023,12:45:00,K23-580876
A1172723,MIXED BREED,STRAY,AT LARGE,03/27/2023,15:23:00,APP WNL,FOSTER,04/07/2023,16:07:00,K23-580877
A1172723,MIXED BREED,FOSTER,APPOINT,04/22/2023,18:28:00,APP WNL,TRANSFER,04/30/2023,16:09:00,K23-586397
A1172729,MIXED BREED,STRAY,AT LARGE,03/27/2023,16:18:00,APP WNL,FOSTER,04/09/2023,16:52:00,K23-580882
A1172729,MIXED BREED,FOSTER,APPOINT,04/16/2023,10:29:00,APP WNL,ADOPTION,04/16/2023,10:30:00,K23-585655
A1172731,MIXED BREED,KEEPSAFE,OWN ARREST,03/27/2023,16:49:00,APP WNL,ADOPTION,04/07/2023,17:02:00,K23-580887
A1172733,CHIHUAHUA SH,STRAY,WEB,03/26/2023,17:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580888
A1172734,RAT TERRIER,STRAY,WEB,03/27/2023,17:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580889
A1172735,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:18:00,APP WNL,ADOPTION,03/31/2023,17:31:00,K23-580891
A1172736,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:42:00,APP WNL,ADOPTION,03/31/2023,17:19:00,K23-580892
A1172738,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:42:00,APP WNL,ADOPTION,04/02/2023,16:16:00,K23-580893
A1172739,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:42:00,APP WNL,ADOPTION,03/31/2023,17:47:00,K23-580894
A1172740,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:42:00,APP WNL,ADOPTION,04/02/2023,17:42:00,K23-580895
A1172741,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:42:00,APP WNL,ADOPTION,03/29/2023,16:43:00,K23-580896
A1172741,MIXED BREED,OWNER SURRENDER,WALK IN,08/30/2023,14:08:00,APP WNL,ADOPTION,09/12/2023,18:36:00,K23-598737
A1172742,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:42:00,APP WNL,ADOPTION,03/31/2023,17:19:00,K23-580897
A1172743,MIXED BREED,STRAY,AT LARGE,03/27/2023,17:52:00,APP WNL,ADOPTION,04/06/2023,17:15:00,K23-580899
A1172744,CHIHUAHUA LH,KEEPSAFE,OWN HOSPIT,03/27/2023,18:30:00,APP WNL,RETURNED TO OWNER,03/30/2023,17:45:00,K23-580901
A1172745,MIXED BREED,STRAY,AT LARGE,03/27/2023,18:09:00,APP WNL,RETURNED TO OWNER,03/31/2023,15:10:00,K23-580900
A1172746,MIXED BREED,OWNER SURRENDER,APPOINT,03/27/2023,18:26:00,APP WNL,ADOPTION,04/03/2023,15:52:00,K23-580902
A1172746,MIXED BREED,OWNER SURRENDER,WALK IN,04/10/2023,11:27:00,APP WNL,ADOPTION,04/19/2023,18:29:00,K23-584807
A1172752,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,18:15:00,APP WNL,EUTHANIZED,03/31/2023,13:08:00,K23-580907
A1172753,MIXED BREED,STRAY,AT LARGE,03/27/2023,18:51:00,APP WNL,ADOPTION,04/07/2023,16:12:00,K23-580908
A1172754,MIXED BREED,STRAY,AT LARGE,03/27/2023,19:11:00,APP WNL,ADOPTION,04/04/2023,17:24:00,K23-580914
A1172754,MIXED BREED,TREATMENT,FOLLOWUP,08/11/2023,10:14:00,APP SICK,TREATMENT,08/11/2023,12:22:00,K23-596760
A1172754,MIXED BREED,OWNER SURRENDER,APPOINT,07/16/2023,14:07:00,APP WNL,FOSTER,08/02/2023,16:33:00,K23-594322
A1172755,PIT BULL,STRAY,WEB,02/14/2023,19:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580909
A1172756,GREYHOUND,STRAY,WEB,03/27/2023,19:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580910
A1172757,LABRADOR RETR,STRAY,WEB,03/27/2023,19:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580911
A1172758,AMERICAN STAFF,STRAY,WEB,03/23/2023,19:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580912
A1172759,RAT TERRIER,STRAY,WEB,03/27/2023,19:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580913
A1172760,GREAT PYRENEES,STRAY,WEB,03/26/2023,20:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580915
A1172761,GERM SHEPHERD,STRAY,WEB,03/26/2023,20:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580916
A1172762,AUST CATTLE DOG,STRAY,WEB,03/24/2023,20:25:00,NORMAL,FOUND EXP,04/27/2023,00:00:00,K23-580917
A1172768,MIXED BREED,STRAY,AT LARGE,03/27/2023,23:22:00,APP INJ,TRANSFER,04/09/2023,17:10:00,K23-580919
A1172769,GERM SHEPHERD,STRAY,AT LARGE,03/27/2023,23:30:00,APP INJ,TRANSFER,04/01/2023,16:52:00,K23-580920
A1172770,BRITTANY,STRAY,WEB,03/27/2023,00:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580921
A1172771,PUG,STRAY,WEB,03/26/2023,00:25:00,NORMAL,LOST EXP,04/27/2023,00:00:00,K23-580922
A1172773,SHIH TZU,STRAY,WEB,03/10/2023,00:25:00,NORMAL,LOST EXP,04/28/2023,00:00:00,K23-580924
A1172774,CHIHUAHUA SH,STRAY,WEB,03/27/2023,02:25:00,NORMAL,LOST EXP,04/28/2023,00:00:00,K23-580925
A1172781,AM PIT BULL TER,STRAY,WEB,03/28/2023,09:25:00,NORMAL,FOUND EXP,04/28/2023,00:00:00,K23-580934
A1172784,BULLDOG,STRAY,AT LARGE,03/28/2023,10:28:00,APP WNL,RETURNED TO OWNER,03/28/2023,11:38:00,K23-580944
A1172785,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,19:10:00,APP SICK,EUTHANIZED,04/01/2023,16:04:00,K23-580946
A1172786,MIXED BREED,OWNER SURRENDER,WALK IN,03/27/2023,19:10:00,APP SICK,TRANSFER,03/31/2023,16:57:00,K23-580947
A1172787,MIXED BREED,OWNER SURRENDER,APPOINT,03/28/2023,12:06:00,APP WNL,ADOPTION,03/29/2023,17:16:00,K23-580950
A1172788,MIXED BREED,STRAY,AT LARGE,03/28/2023,12:05:00,APP WNL,FOSTER,04/02/2023,16:46:00,K23-580952
A1172788,MIXED BREED,FOSTER,APPOINT,04/23/2023,17:14:00,APP WNL,TRANSFER,04/23/2023,17:16:00,K23-586484
A1172789,MIXED BREED,OWNER SURRENDER,APPOINT,03/28/2023,12:06:00,APP WNL,ADOPTION,03/29/2023,17:16:00,K23-580953
A1172789,MIXED BREED,STRAY,AT LARGE,04/03/2023,14:56:00,APP WNL,RETURNED TO OWNER,04/04/2023,15:42:00,K23-582339
A1172791,POODLE TOY,STRAY,WEB,03/22/2023,12:25:00,NORMAL,LOST EXP,04/28/2023,00:00:00,K23-580955
A1172792,MIXED BREED,STRAY,AT LARGE,03/28/2023,12:39:00,APP WNL,EUTHANIZED,04/14/2023,15:04:00,K23-580958
A1172793,PIT BULL,OWNER SURRENDER,URGENT,03/28/2023,12:42:00,APP SICK,EUTHANIZED,03/28/2023,14:11:00,K23-580959
A1172794,MIXED BREED,STRAY,AT LARGE,03/28/2023,12:51:00,APP WNL,ADOPTION,03/29/2023,17:06:00,K23-580960
A1172796,MIXED BREED,OWNER SURRENDER,WALK IN,03/28/2023,13:10:00,APP SICK,EUTHANIZED,03/31/2023,13:38:00,K23-580961
A1172797,CHIHUAHUA SH,STRAY,WEB,03/27/2023,13:25:00,NORMAL,FOUND EXP,04/28/2023,00:00:00,K23-580962
A1172800,PIT BULL,STRAY,AT LARGE,03/28/2023,14:06:00,APP WNL,EUTHANIZED,04/11/2023,15:00:00,K23-580966
A1172801,MIXED BREED,OWNER SURRENDER,APPOINT,03/28/2023,14:10:00,APP WNL,EUTHANIZED,04/09/2023,14:40:00,K23-580967
